Homicídio Doloso; Fevereiro; 14; 0
Latrocínio; Fevereiro; 14; 0
Homicídio por intervenção policial; Fevereiro; 14; 0
Letalidade Violenta; Fevereiro; 14; 0
Estupro; Fevereiro; 14; 1
Roubos; Fevereiro; 14; 174
Furtos; Fevereiro; 14; 711
Sequestro; Fevereiro; 14; 0
Estelionato; Fevereiro; 14; 75
Apreensão de Drogas; Fevereiro; 14; 23
Tráfico de Drogas; Fevereiro; 14; 10
Registro de Ocorrências; Fevereiro; 14; 1274
Homicídio Doloso; Fevereiro; 15; 0
Latrocínio; Fevereiro; 15; 0
Homicídio por intervenção policial; Fevereiro; 15; 0
Letalidade Violenta; Fevereiro; 15; 0
Estupro; Fevereiro; 15; 1
Roubos; Fevereiro; 15; 61
Furtos; Fevereiro; 15; 236
Sequestro; Fevereiro; 15; 0
Estelionato; Fevereiro; 15; 31
Apreensão de Drogas; Fevereiro; 15; 3
Tráfico de Drogas; Fevereiro; 15; 3
Registro de Ocorrências; Fevereiro; 15; 452
Homicídio Doloso; Fevereiro; 16; 2
Latrocínio; Fevereiro; 16; 1
Homicídio por intervenção policial; Fevereiro; 16; 0
Letalidade Violenta; Fevereiro; 16; 3
Estupro; Fevereiro; 16; 7
Roubos; Fevereiro; 16; 181
Furtos; Fevereiro; 16; 449
Sequestro; Fevereiro; 16; 0
Estelionato; Fevereiro; 16; 98
Apreensão de Drogas; Fevereiro; 16; 12
Tráfico de Drogas; Fevereiro; 16; 4
Registro de Ocorrências; Fevereiro; 16; 1237
Homicídio Doloso; Fevereiro; 17; 7
Latrocínio; Fevereiro; 17; 0
Homicídio por intervenção policial; Fevereiro; 17; 0
Letalidade Violenta; Fevereiro; 17; 7
Estupro; Fevereiro; 17; 1
Roubos; Fevereiro; 17; 160
Furtos; Fevereiro; 17; 138
Sequestro; Fevereiro; 17; 0
Estelionato; Fevereiro; 17; 24
Apreensão de Drogas; Fevereiro; 17; 8
Tráfico de Drogas; Fevereiro; 17; 5
Registro de Ocorrências; Fevereiro; 17; 545
Homicídio Doloso; Fevereiro; 18; 1
Latrocínio; Fevereiro; 18; 1
Homicídio por intervenção policial; Fevereiro; 18; 0
Letalidade Violenta; Fevereiro; 18; 2
Estupro; Fevereiro; 18; 0
Roubos; Fevereiro; 18; 147
Furtos; Fevereiro; 18; 234
Sequestro; Fevereiro; 18; 0
Estelionato; Fevereiro; 18; 27
Apreensão de Drogas; Fevereiro; 18; 8
Tráfico de Drogas; Fevereiro; 18; 0
Registro de Ocorrências; Fevereiro; 18; 566
Homicídio Doloso; Fevereiro; 19; 0
Latrocínio; Fevereiro; 19; 0
Homicídio por intervenção policial; Fevereiro; 19; 0
Letalidade Violenta; Fevereiro; 19; 0
Estupro; Fevereiro; 19; 2
Roubos; Fevereiro; 19; 106
